RetainedRef	DuplicateRef
ENSMUST00000111474.7	ENSMUST00000196910.1
ENSMUST00000216928.1	ENSMUST00000216977.1
ENSMUST00000216928.1	ENSMUST00000104892.1
ENSMUST00000113069.8	ENSMUST00000113070.8
ENSMUST00000213997.1	ENSMUST00000053647.4
ENSMUST00000048615.12	ENSMUST00000178092.1
ENSMUST00000216259.1	ENSMUST00000061541.1
ENSMUST00000169707.7	ENSMUST00000012104.6
ENSMUST00000048687.10	ENSMUST00000113115.1
ENSMUST00000071650.12	ENSMUST00000112563.8
ENSMUST00000155107.7	ENSMUST00000134029.7
ENSMUST00000102877.7	ENSMUST00000124840.1
ENSMUST00000199754.4	ENSMUST00000199607.4
ENSMUST00000199754.4	ENSMUST00000049382.5
ENSMUST00000089374.10	ENSMUST00000089379.4
ENSMUST00000214321.1	ENSMUST00000055615.1
ENSMUST00000186375.7	ENSMUST00000115860.7
ENSMUST00000186375.7	ENSMUST00000150655.2
ENSMUST00000213505.1	ENSMUST00000057394.7
ENSMUST00000086978.11	ENSMUST00000113140.4
ENSMUST00000013787.10	ENSMUST00000108826.2
ENSMUST00000193337.1	ENSMUST00000090872.6
ENSMUST00000214386.1	ENSMUST00000099831.1
ENSMUST00000050595.12	ENSMUST00000163301.7
ENSMUST00000130158.7	ENSMUST00000164721.7
ENSMUST00000213190.1	ENSMUST00000102619.2
ENSMUST00000213190.1	ENSMUST00000099823.1
ENSMUST00000032985.10	ENSMUST00000107086.8
ENSMUST00000216524.1	ENSMUST00000098225.2
ENSMUST00000213486.1	ENSMUST00000215134.1
ENSMUST00000213486.1	ENSMUST00000049724.7
ENSMUST00000155676.7	ENSMUST00000178691.1
ENSMUST00000208970.2	ENSMUST00000219487.1
ENSMUST00000208970.2	ENSMUST00000174025.2
ENSMUST00000089015.9	ENSMUST00000162333.7
ENSMUST00000089015.9	ENSMUST00000161747.7
ENSMUST00000089015.9	ENSMUST00000233607.1
ENSMUST00000089015.9	ENSMUST00000167152.7
ENSMUST00000089015.9	ENSMUST00000165020.7
ENSMUST00000106697.7	ENSMUST00000020928.12
ENSMUST00000159943.7	ENSMUST00000113571.9
ENSMUST00000162413.8	ENSMUST00000232471.1
ENSMUST00000162413.8	ENSMUST00000231312.1
ENSMUST00000115262.7	ENSMUST00000101800.5
ENSMUST00000102496.7	ENSMUST00000102497.9
ENSMUST00000102496.7	ENSMUST00000102498.7
ENSMUST00000102496.7	ENSMUST00000102499.7
ENSMUST00000201148.3	ENSMUST00000071535.9
ENSMUST00000136096.8	ENSMUST00000125055.8
ENSMUST00000072997.9	ENSMUST00000109774.8
ENSMUST00000109051.7	ENSMUST00000109020.8
ENSMUST00000109051.7	ENSMUST00000127687.7
ENSMUST00000205088.2	ENSMUST00000226715.1
ENSMUST00000205088.2	ENSMUST00000228401.1
ENSMUST00000205088.2	ENSMUST00000075797.1
ENSMUST00000105716.8	ENSMUST00000030884.9
ENSMUST00000105716.8	ENSMUST00000105715.7
ENSMUST00000081857.13	ENSMUST00000226297.1
ENSMUST00000060398.2	ENSMUST00000215553.1
ENSMUST00000060398.2	ENSMUST00000203007.1
ENSMUST00000060398.2	ENSMUST00000109201.1
ENSMUST00000043718.11	ENSMUST00000143419.1
ENSMUST00000067410.13	ENSMUST00000229799.1
ENSMUST00000003284.15	ENSMUST00000209066.1
ENSMUST00000003284.15	ENSMUST00000107834.1
ENSMUST00000054483.13	ENSMUST00000163775.5
ENSMUST00000054483.13	ENSMUST00000164447.2
ENSMUST00000054483.13	ENSMUST00000171621.2
ENSMUST00000177857.8	ENSMUST00000044792.5
ENSMUST00000115912.2	ENSMUST00000178192.2
ENSMUST00000115912.2	ENSMUST00000180201.1
ENSMUST00000115912.2	ENSMUST00000108026.2
ENSMUST00000230051.1	ENSMUST00000229563.1
ENSMUST00000056639.7	ENSMUST00000207531.1
ENSMUST00000153238.7	ENSMUST00000132179.7
ENSMUST00000034325.5	ENSMUST00000164890.7
ENSMUST00000020039.12	ENSMUST00000120748.1
ENSMUST00000020039.12	ENSMUST00000163753.7
ENSMUST00000020039.12	ENSMUST00000179929.7
ENSMUST00000060955.11	ENSMUST00000110142.7
ENSMUST00000061244.14	ENSMUST00000144296.7
ENSMUST00000061244.14	ENSMUST00000166239.7
ENSMUST00000114050.7	ENSMUST00000114049.1
ENSMUST00000114050.7	ENSMUST00000114048.1
ENSMUST00000095014.7	ENSMUST00000186694.6
ENSMUST00000232909.1	ENSMUST00000233670.1
ENSMUST00000232909.1	ENSMUST00000233939.1
ENSMUST00000232909.1	ENSMUST00000053974.1
ENSMUST00000225029.1	ENSMUST00000081558.7
ENSMUST00000169068.7	ENSMUST00000163441.7
ENSMUST00000169068.7	ENSMUST00000046735.10
ENSMUST00000111231.9	ENSMUST00000090513.10
ENSMUST00000111231.9	ENSMUST00000160722.7
ENSMUST00000111231.9	ENSMUST00000160037.7
ENSMUST00000000514.10	ENSMUST00000112706.3
ENSMUST00000219278.1	ENSMUST00000207221.2
ENSMUST00000219278.1	ENSMUST00000070985.3
ENSMUST00000193924.5	ENSMUST00000048976.7
ENSMUST00000162031.7	ENSMUST00000195247.5
ENSMUST00000162031.7	ENSMUST00000195032.5
ENSMUST00000140587.8	ENSMUST00000233088.1
ENSMUST00000106602.9	ENSMUST00000077915.9
ENSMUST00000106602.9	ENSMUST00000106599.7
ENSMUST00000106602.9	ENSMUST00000082092.4
ENSMUST00000225633.1	ENSMUST00000022550.7
ENSMUST00000121715.7	ENSMUST00000121744.8
ENSMUST00000121715.7	ENSMUST00000098088.10
ENSMUST00000217647.1	ENSMUST00000037408.8
ENSMUST00000109935.7	ENSMUST00000109934.1
ENSMUST00000109846.10	ENSMUST00000183383.7
ENSMUST00000170801.7	ENSMUST00000112028.9
ENSMUST00000170801.7	ENSMUST00000071698.12
ENSMUST00000115212.7	ENSMUST00000115211.7
ENSMUST00000115212.7	ENSMUST00000115209.7
ENSMUST00000115212.7	ENSMUST00000167972.8
ENSMUST00000166764.1	ENSMUST00000166629.1
ENSMUST00000215765.1	ENSMUST00000099755.4
ENSMUST00000215765.1	ENSMUST00000215659.1
ENSMUST00000215765.1	ENSMUST00000215153.2
ENSMUST00000231493.1	ENSMUST00000231708.1
ENSMUST00000224625.1	ENSMUST00000054963.9
ENSMUST00000145791.7	ENSMUST00000126070.8
ENSMUST00000145791.7	ENSMUST00000001801.10
ENSMUST00000235950.1	ENSMUST00000237107.1
ENSMUST00000235950.1	ENSMUST00000072369.1
ENSMUST00000161680.1	ENSMUST00000047265.12
ENSMUST00000151114.7	ENSMUST00000169453.7
ENSMUST00000046565.12	ENSMUST00000113947.5
ENSMUST00000121344.7	ENSMUST00000079780.9
ENSMUST00000121344.7	ENSMUST00000119468.1
ENSMUST00000121344.7	ENSMUST00000164397.7
ENSMUST00000143260.1	ENSMUST00000222303.1
ENSMUST00000162097.7	ENSMUST00000164754.8
ENSMUST00000215804.1	ENSMUST00000096006.2
ENSMUST00000113114.9	ENSMUST00000040210.13
ENSMUST00000113114.9	ENSMUST00000171176.2
ENSMUST00000110281.1	ENSMUST00000189961.1
ENSMUST00000110281.1	ENSMUST00000028898.4
ENSMUST00000094557.6	ENSMUST00000183489.3
ENSMUST00000114352.7	ENSMUST00000068286.11
ENSMUST00000127404.7	ENSMUST00000180194.2
ENSMUST00000214139.1	ENSMUST00000095991.2
ENSMUST00000115752.7	ENSMUST00000056725.7
ENSMUST00000115752.7	ENSMUST00000229659.1
ENSMUST00000115752.7	ENSMUST00000230350.1
ENSMUST00000214300.1	ENSMUST00000106864.4
ENSMUST00000071885.6	ENSMUST00000180817.4
ENSMUST00000086545.4	ENSMUST00000234602.1
ENSMUST00000086545.4	ENSMUST00000234349.1
ENSMUST00000189201.1	ENSMUST00000178447.1
ENSMUST00000189201.1	ENSMUST00000185348.1
ENSMUST00000189201.1	ENSMUST00000179256.1
ENSMUST00000106454.7	ENSMUST00000016703.7
ENSMUST00000219271.1	ENSMUST00000219282.1
ENSMUST00000109055.1	ENSMUST00000109011.7
ENSMUST00000237518.1	ENSMUST00000235506.1
ENSMUST00000106146.7	ENSMUST00000106145.9
ENSMUST00000106146.7	ENSMUST00000033276.10
ENSMUST00000067327.10	ENSMUST00000003115.8
ENSMUST00000067327.10	ENSMUST00000204807.1
ENSMUST00000232732.1	ENSMUST00000232762.1
ENSMUST00000232732.1	ENSMUST00000233430.1
ENSMUST00000232732.1	ENSMUST00000233491.1
ENSMUST00000232732.1	ENSMUST00000002845.7
ENSMUST00000232732.1	ENSMUST00000233612.1
ENSMUST00000117269.7	ENSMUST00000060274.6
ENSMUST00000016488.12	ENSMUST00000108841.1
ENSMUST00000212804.1	ENSMUST00000212594.1
ENSMUST00000212804.1	ENSMUST00000163241.3
ENSMUST00000212804.1	ENSMUST00000196701.1
ENSMUST00000018449.10	ENSMUST00000102510.7
ENSMUST00000174857.7	ENSMUST00000173634.1
ENSMUST00000192069.5	ENSMUST00000111669.8
ENSMUST00000155759.2	ENSMUST00000129162.2
ENSMUST00000162112.7	ENSMUST00000048064.15
ENSMUST00000199708.4	ENSMUST00000115835.7
ENSMUST00000199708.4	ENSMUST00000032331.7
ENSMUST00000111887.9	ENSMUST00000186745.1
ENSMUST00000037994.7	ENSMUST00000230356.1
ENSMUST00000037994.7	ENSMUST00000230476.1
ENSMUST00000217293.1	ENSMUST00000214806.1
ENSMUST00000217293.1	ENSMUST00000106886.1
ENSMUST00000095074.3	ENSMUST00000081525.3
ENSMUST00000106337.6	ENSMUST00000229773.1
ENSMUST00000098539.6	ENSMUST00000106192.8
ENSMUST00000207673.3	ENSMUST00000206428.1
ENSMUST00000114888.10	ENSMUST00000231825.1
ENSMUST00000114888.10	ENSMUST00000232552.1
ENSMUST00000114888.10	ENSMUST00000231358.1
ENSMUST00000114888.10	ENSMUST00000118570.1
ENSMUST00000234788.1	ENSMUST00000081275.4
ENSMUST00000032934.11	ENSMUST00000106348.7
ENSMUST00000215523.1	ENSMUST00000080835.3
ENSMUST00000114748.1	ENSMUST00000229284.1
ENSMUST00000149228.7	ENSMUST00000185656.6
ENSMUST00000233161.1	ENSMUST00000233891.1
ENSMUST00000233161.1	ENSMUST00000233600.1
ENSMUST00000233161.1	ENSMUST00000233863.1
ENSMUST00000022688.9	ENSMUST00000152067.7
ENSMUST00000228922.1	ENSMUST00000228841.2
ENSMUST00000190157.6	ENSMUST00000188757.6
ENSMUST00000235207.1	ENSMUST00000050092.6
ENSMUST00000129414.8	ENSMUST00000160682.7
ENSMUST00000129414.8	ENSMUST00000162303.7
ENSMUST00000129414.8	ENSMUST00000160124.1
ENSMUST00000099311.8	ENSMUST00000180277.2
ENSMUST00000121886.7	ENSMUST00000074982.6
ENSMUST00000098376.9	ENSMUST00000201296.3
ENSMUST00000180248.7	ENSMUST00000179189.8
ENSMUST00000213610.1	ENSMUST00000178140.1
ENSMUST00000201066.1	ENSMUST00000201637.1
ENSMUST00000111481.1	ENSMUST00000170320.7
ENSMUST00000111481.1	ENSMUST00000037219.11
ENSMUST00000073029.12	ENSMUST00000161977.7
ENSMUST00000110413.7	ENSMUST00000006785.7
ENSMUST00000213101.1	ENSMUST00000073561.3
ENSMUST00000229640.1	ENSMUST00000114496.2
ENSMUST00000215230.1	ENSMUST00000077580.1
ENSMUST00000078574.11	ENSMUST00000114520.1
ENSMUST00000078574.11	ENSMUST00000179600.7
ENSMUST00000121796.7	ENSMUST00000120539.7
ENSMUST00000121796.7	ENSMUST00000121112.5
ENSMUST00000047689.10	ENSMUST00000109664.1
ENSMUST00000047689.10	ENSMUST00000171080.7
ENSMUST00000047689.10	ENSMUST00000171938.1
ENSMUST00000044972.10	ENSMUST00000201534.1
ENSMUST00000032704.11	ENSMUST00000154597.1
ENSMUST00000114753.7	ENSMUST00000074854.8
ENSMUST00000161431.2	ENSMUST00000161115.7
ENSMUST00000155973.1	ENSMUST00000201369.1
ENSMUST00000206562.2	ENSMUST00000078603.2
ENSMUST00000103201.7	ENSMUST00000020843.12
ENSMUST00000166791.7	ENSMUST00000206026.1
ENSMUST00000166791.7	ENSMUST00000205316.1
ENSMUST00000166791.7	ENSMUST00000035771.4
ENSMUST00000073534.9	ENSMUST00000002318.7
ENSMUST00000073534.9	ENSMUST00000233613.1
ENSMUST00000233331.1	ENSMUST00000152491.3
ENSMUST00000233331.1	ENSMUST00000187892.7
ENSMUST00000026583.14	ENSMUST00000164924.7
ENSMUST00000072699.12	ENSMUST00000015361.10
ENSMUST00000072699.12	ENSMUST00000114582.8
ENSMUST00000072699.12	ENSMUST00000088874.9
ENSMUST00000217228.1	ENSMUST00000057477.3
ENSMUST00000228577.1	ENSMUST00000227466.1
ENSMUST00000228577.1	ENSMUST00000226334.1
ENSMUST00000228577.1	ENSMUST00000228635.1
ENSMUST00000228577.1	ENSMUST00000078890.4
ENSMUST00000217934.1	ENSMUST00000218788.1
ENSMUST00000084383.9	ENSMUST00000082089.13
ENSMUST00000101285.9	ENSMUST00000074231.5
ENSMUST00000101285.9	ENSMUST00000192869.5
ENSMUST00000101285.9	ENSMUST00000195019.3
ENSMUST00000093801.9	ENSMUST00000186364.1
ENSMUST00000168129.9	ENSMUST00000020954.14
ENSMUST00000033264.11	ENSMUST00000106913.2
ENSMUST00000167902.1	ENSMUST00000171305.1
ENSMUST00000103599.2	ENSMUST00000103625.2
ENSMUST00000047873.15	ENSMUST00000117419.7
ENSMUST00000168890.1	ENSMUST00000171533.8
ENSMUST00000168890.1	ENSMUST00000237066.1
ENSMUST00000168890.1	ENSMUST00000051087.15
ENSMUST00000047875.15	ENSMUST00000106489.8
ENSMUST00000047875.15	ENSMUST00000106488.2
ENSMUST00000065534.9	ENSMUST00000108830.1
ENSMUST00000115645.9	ENSMUST00000183528.8
ENSMUST00000034932.13	ENSMUST00000180154.7
ENSMUST00000106463.7	ENSMUST00000106464.2
ENSMUST00000223236.1	ENSMUST00000220528.1
ENSMUST00000039191.7	ENSMUST00000227871.1
ENSMUST00000230078.1	ENSMUST00000229712.1
ENSMUST00000166179.8	ENSMUST00000169226.8
ENSMUST00000166179.8	ENSMUST00000229423.1
ENSMUST00000166179.8	ENSMUST00000019037.9
ENSMUST00000117446.7	ENSMUST00000020685.9
ENSMUST00000017534.14	ENSMUST00000102478.3
ENSMUST00000214345.1	ENSMUST00000215673.1
ENSMUST00000214345.1	ENSMUST00000098198.2
ENSMUST00000119310.7	ENSMUST00000192429.5
ENSMUST00000119310.7	ENSMUST00000119970.7
ENSMUST00000119310.7	ENSMUST00000178668.1
ENSMUST00000139828.1	ENSMUST00000136313.1
ENSMUST00000032261.8	ENSMUST00000112082.8
ENSMUST00000003714.12	ENSMUST00000108328.7
ENSMUST00000207997.2	ENSMUST00000063144.1
ENSMUST00000169390.7	ENSMUST00000031268.7
ENSMUST00000118463.3	ENSMUST00000144724.2
ENSMUST00000235927.1	ENSMUST00000087951.6
ENSMUST00000108362.7	ENSMUST00000108364.7
ENSMUST00000108362.7	ENSMUST00000108363.7
ENSMUST00000181634.7	ENSMUST00000180664.1
ENSMUST00000181634.7	ENSMUST00000181059.7
ENSMUST00000181634.7	ENSMUST00000180568.1
ENSMUST00000181634.7	ENSMUST00000180889.7
ENSMUST00000181634.7	ENSMUST00000181239.1
ENSMUST00000181634.7	ENSMUST00000181703.7
ENSMUST00000181634.7	ENSMUST00000181707.1
ENSMUST00000218922.1	ENSMUST00000177945.1
ENSMUST00000218922.1	ENSMUST00000219159.1
ENSMUST00000143943.7	ENSMUST00000125905.1
ENSMUST00000071488.7	ENSMUST00000029542.11
ENSMUST00000180140.7	ENSMUST00000024697.4
ENSMUST00000213512.1	ENSMUST00000073704.1
ENSMUST00000166123.8	ENSMUST00000222375.1
ENSMUST00000166123.8	ENSMUST00000050993.10
ENSMUST00000038259.12	ENSMUST00000038225.7
ENSMUST00000082367.12	ENSMUST00000169095.5
ENSMUST00000082367.12	ENSMUST00000165232.7
ENSMUST00000082367.12	ENSMUST00000197890.4
ENSMUST00000082367.12	ENSMUST00000170051.7
ENSMUST00000029199.10	ENSMUST00000168566.2
ENSMUST00000036161.11	ENSMUST00000232232.1
ENSMUST00000113485.8	ENSMUST00000201278.3
ENSMUST00000105738.8	ENSMUST00000180014.1
ENSMUST00000214131.1	ENSMUST00000215117.2
ENSMUST00000214131.1	ENSMUST00000061215.5
ENSMUST00000212303.1	ENSMUST00000044286.5
ENSMUST00000237919.1	ENSMUST00000115728.4
ENSMUST00000216392.1	ENSMUST00000215447.1
ENSMUST00000070758.9	ENSMUST00000111334.1
ENSMUST00000070758.9	ENSMUST00000238940.1
ENSMUST00000021572.10	ENSMUST00000054251.12
ENSMUST00000139122.7	ENSMUST00000121661.7
ENSMUST00000107638.3	ENSMUST00000222290.1
ENSMUST00000163193.8	ENSMUST00000099512.2
ENSMUST00000121979.7	ENSMUST00000049060.7
ENSMUST00000159927.7	ENSMUST00000162202.7
ENSMUST00000166102.7	ENSMUST00000164752.7
ENSMUST00000159976.7	ENSMUST00000107618.8
ENSMUST00000086535.11	ENSMUST00000178079.7
ENSMUST00000086535.11	ENSMUST00000179954.7
ENSMUST00000215945.1	ENSMUST00000047870.5
ENSMUST00000115168.8	ENSMUST00000042869.6
ENSMUST00000115168.8	ENSMUST00000169186.2
ENSMUST00000113138.7	ENSMUST00000113137.1
ENSMUST00000161927.7	ENSMUST00000162405.7
ENSMUST00000215215.1	ENSMUST00000210990.1
ENSMUST00000113915.1	ENSMUST00000113916.9
ENSMUST00000113915.1	ENSMUST00000170594.7
ENSMUST00000205118.2	ENSMUST00000204696.2
ENSMUST00000205118.2	ENSMUST00000204955.1
ENSMUST00000233658.2	ENSMUST00000099558.4
ENSMUST00000204978.2	ENSMUST00000204714.1
ENSMUST00000194563.5	ENSMUST00000027290.11
ENSMUST00000233317.1	ENSMUST00000233928.1
ENSMUST00000207560.2	ENSMUST00000099605.1
ENSMUST00000101292.8	ENSMUST00000167154.1
ENSMUST00000009354.9	ENSMUST00000190795.6
ENSMUST00000027783.13	ENSMUST00000215145.1
ENSMUST00000208390.1	ENSMUST00000208030.1
ENSMUST00000208390.1	ENSMUST00000207314.1
ENSMUST00000208390.1	ENSMUST00000086323.10
ENSMUST00000230438.1	ENSMUST00000229095.1
ENSMUST00000226622.1	ENSMUST00000226855.1
ENSMUST00000226622.1	ENSMUST00000228463.1
ENSMUST00000226622.1	ENSMUST00000057229.1
ENSMUST00000174456.7	ENSMUST00000172789.1
ENSMUST00000189732.6	ENSMUST00000178854.7
ENSMUST00000049941.11	ENSMUST00000171835.8
ENSMUST00000049941.11	ENSMUST00000114956.10
ENSMUST00000177244.3	ENSMUST00000231286.1
ENSMUST00000098998.3	ENSMUST00000172025.1
ENSMUST00000145462.1	ENSMUST00000230824.1
ENSMUST00000063191.13	ENSMUST00000006391.4
ENSMUST00000089217.10	ENSMUST00000001989.8
ENSMUST00000223272.1	ENSMUST00000085299.3
ENSMUST00000228748.1	ENSMUST00000228232.1
ENSMUST00000090337.11	ENSMUST00000230624.2
ENSMUST00000109335.7	ENSMUST00000099095.3
ENSMUST00000110093.8	ENSMUST00000034301.11
ENSMUST00000110093.8	ENSMUST00000110090.7
ENSMUST00000110093.8	ENSMUST00000110092.3
ENSMUST00000214428.2	ENSMUST00000099762.1
ENSMUST00000217522.2	ENSMUST00000094832.1
ENSMUST00000223663.1	ENSMUST00000022343.5
ENSMUST00000200267.1	ENSMUST00000196487.1
ENSMUST00000200267.1	ENSMUST00000169329.7
ENSMUST00000200267.1	ENSMUST00000067145.11
ENSMUST00000094762.9	ENSMUST00000098754.4
ENSMUST00000102545.7	ENSMUST00000110949.8
ENSMUST00000019913.14	ENSMUST00000170771.2
ENSMUST00000206114.2	ENSMUST00000076675.1
ENSMUST00000178689.1	ENSMUST00000179302.1
ENSMUST00000216951.1	ENSMUST00000099832.4
ENSMUST00000227010.1	ENSMUST00000209638.2
ENSMUST00000227010.1	ENSMUST00000053134.3
ENSMUST00000215357.1	ENSMUST00000215806.1
ENSMUST00000215357.1	ENSMUST00000058168.1
ENSMUST00000102952.7	ENSMUST00000102951.1
ENSMUST00000196902.4	ENSMUST00000171313.7
ENSMUST00000236454.1	ENSMUST00000136384.8
ENSMUST00000035045.14	ENSMUST00000122384.8
ENSMUST00000035045.14	ENSMUST00000119472.7
ENSMUST00000172159.7	ENSMUST00000028234.11
ENSMUST00000172159.7	ENSMUST00000113064.7
ENSMUST00000018521.10	ENSMUST00000183959.6
ENSMUST00000165170.7	ENSMUST00000074380.13
ENSMUST00000184314.7	ENSMUST00000064846.7
ENSMUST00000019503.13	ENSMUST00000113744.1
ENSMUST00000110352.9	ENSMUST00000110356.2
ENSMUST00000110352.9	ENSMUST00000094693.10
ENSMUST00000084738.4	ENSMUST00000168005.7
ENSMUST00000096201.3	ENSMUST00000077501.2
ENSMUST00000097964.2	ENSMUST00000168045.1
ENSMUST00000112645.7	ENSMUST00000035158.15
ENSMUST00000127056.1	ENSMUST00000181069.2
ENSMUST00000205664.2	ENSMUST00000215550.2
ENSMUST00000205664.2	ENSMUST00000078936.4
ENSMUST00000179348.7	ENSMUST00000177606.7
ENSMUST00000179348.7	ENSMUST00000177554.1
ENSMUST00000179348.7	ENSMUST00000178169.1
ENSMUST00000040746.7	ENSMUST00000179539.8
ENSMUST00000040746.7	ENSMUST00000097400.4
ENSMUST00000201489.3	ENSMUST00000087264.3
ENSMUST00000195717.5	ENSMUST00000057037.12
ENSMUST00000178291.1	ENSMUST00000097479.1
ENSMUST00000115199.7	ENSMUST00000069831.14
ENSMUST00000181163.1	ENSMUST00000179095.1
ENSMUST00000106550.10	ENSMUST00000116280.8
ENSMUST00000031412.11	ENSMUST00000111770.1
ENSMUST00000077954.12	ENSMUST00000121148.7
ENSMUST00000205658.1	ENSMUST00000108403.3
ENSMUST00000219803.1	ENSMUST00000080899.2
ENSMUST00000214546.1	ENSMUST00000215682.1
ENSMUST00000214546.1	ENSMUST00000218397.1
ENSMUST00000214546.1	ENSMUST00000213865.1
ENSMUST00000136892.2	ENSMUST00000052580.9
ENSMUST00000169437.8	ENSMUST00000094154.5
ENSMUST00000169437.8	ENSMUST00000208119.1
ENSMUST00000169437.8	ENSMUST00000207849.1
ENSMUST00000213556.2	ENSMUST00000213463.1
ENSMUST00000213556.2	ENSMUST00000057071.1
ENSMUST00000111244.4	ENSMUST00000171794.8
ENSMUST00000169037.8	ENSMUST00000171456.8
ENSMUST00000169037.8	ENSMUST00000098521.3
ENSMUST00000169037.8	ENSMUST00000168545.7
ENSMUST00000018651.13	ENSMUST00000102643.1
ENSMUST00000036362.12	ENSMUST00000200998.3
ENSMUST00000181615.7	ENSMUST00000163113.2
ENSMUST00000179480.1	ENSMUST00000178751.1
ENSMUST00000179480.1	ENSMUST00000177842.1
ENSMUST00000179480.1	ENSMUST00000179884.1
ENSMUST00000179480.1	ENSMUST00000178446.1
ENSMUST00000179480.1	ENSMUST00000178639.1
ENSMUST00000179480.1	ENSMUST00000179672.1
ENSMUST00000227691.1	ENSMUST00000226165.1
ENSMUST00000227691.1	ENSMUST00000022964.8
ENSMUST00000106162.7	ENSMUST00000030673.6
ENSMUST00000004955.13	ENSMUST00000168115.7
ENSMUST00000020677.7	ENSMUST00000101525.8
ENSMUST00000020677.7	ENSMUST00000164791.7
ENSMUST00000214228.1	ENSMUST00000072993.1
ENSMUST00000205324.1	ENSMUST00000098032.10
ENSMUST00000101527.2	ENSMUST00000206006.1
ENSMUST00000180768.1	ENSMUST00000080505.6
ENSMUST00000107821.8	ENSMUST00000107820.1
ENSMUST00000161769.7	ENSMUST00000213673.1
ENSMUST00000219026.1	ENSMUST00000069548.6
ENSMUST00000138889.7	ENSMUST00000129712.2
ENSMUST00000118317.7	ENSMUST00000029438.14
ENSMUST00000216612.2	ENSMUST00000052659.1
ENSMUST00000028624.8	ENSMUST00000215775.1
ENSMUST00000034982.15	ENSMUST00000185644.6
ENSMUST00000034982.15	ENSMUST00000179416.7
ENSMUST00000053109.4	ENSMUST00000165913.1
ENSMUST00000074574.12	ENSMUST00000230883.1
ENSMUST00000165526.8	ENSMUST00000074654.11
ENSMUST00000001258.14	ENSMUST00000113039.8
ENSMUST00000110127.7	ENSMUST00000063788.7
ENSMUST00000119841.7	ENSMUST00000060752.12
ENSMUST00000119841.7	ENSMUST00000229021.1
ENSMUST00000119841.7	ENSMUST00000230548.1
ENSMUST00000227973.1	ENSMUST00000228764.1
ENSMUST00000227973.1	ENSMUST00000086232.1
ENSMUST00000187058.6	ENSMUST00000055223.13
ENSMUST00000216562.2	ENSMUST00000076752.3
ENSMUST00000217650.1	ENSMUST00000213781.1
ENSMUST00000217650.1	ENSMUST00000099867.1
ENSMUST00000213521.2	ENSMUST00000076406.1
ENSMUST00000213601.1	ENSMUST00000067143.6
ENSMUST00000108448.7	ENSMUST00000121738.7
ENSMUST00000108448.7	ENSMUST00000065211.8
ENSMUST00000103031.7	ENSMUST00000106435.8
ENSMUST00000219443.1	ENSMUST00000110725.1
ENSMUST00000097462.8	ENSMUST00000180215.1
ENSMUST00000238331.1	ENSMUST00000238222.1
ENSMUST00000238331.1	ENSMUST00000182666.7
ENSMUST00000238331.1	ENSMUST00000107664.2
ENSMUST00000050567.10	ENSMUST00000114492.7
ENSMUST00000050567.10	ENSMUST00000114493.1
ENSMUST00000050567.10	ENSMUST00000191441.1
ENSMUST00000050567.10	ENSMUST00000190831.6
ENSMUST00000050567.10	ENSMUST00000186266.1
ENSMUST00000050567.10	ENSMUST00000190726.1
ENSMUST00000159616.1	ENSMUST00000161677.1
ENSMUST00000159616.1	ENSMUST00000020400.4
ENSMUST00000088287.9	ENSMUST00000115174.3
ENSMUST00000118886.8	ENSMUST00000120173.8
ENSMUST00000078137.11	ENSMUST00000202062.3
ENSMUST00000216895.1	ENSMUST00000216118.2
ENSMUST00000216895.1	ENSMUST00000052535.5
ENSMUST00000216895.1	ENSMUST00000082091.1
ENSMUST00000198398.4	ENSMUST00000103740.1
ENSMUST00000103203.7	ENSMUST00000103202.9
ENSMUST00000103203.7	ENSMUST00000179001.7
ENSMUST00000022145.14	ENSMUST00000129014.1
ENSMUST00000042392.13	ENSMUST00000237347.1
ENSMUST00000138770.7	ENSMUST00000151214.7
ENSMUST00000138770.7	ENSMUST00000127274.7
ENSMUST00000230572.1	ENSMUST00000230740.1
ENSMUST00000203652.2	ENSMUST00000164375.3
ENSMUST00000156638.7	ENSMUST00000143366.1
ENSMUST00000113089.7	ENSMUST00000032416.10
ENSMUST00000104984.3	ENSMUST00000211207.1
ENSMUST00000079324.13	ENSMUST00000201595.3
ENSMUST00000079324.13	ENSMUST00000164904.1
ENSMUST00000220176.1	ENSMUST00000073946.1
ENSMUST00000117831.7	ENSMUST00000025767.13
ENSMUST00000117831.7	ENSMUST00000181243.7
ENSMUST00000117831.7	ENSMUST00000180758.7
ENSMUST00000190337.6	ENSMUST00000027066.12
ENSMUST00000003843.15	ENSMUST00000105470.8
ENSMUST00000175941.7	ENSMUST00000056338.12
ENSMUST00000175941.7	ENSMUST00000176114.7
ENSMUST00000175941.7	ENSMUST00000176205.7
ENSMUST00000213281.1	ENSMUST00000215304.1
ENSMUST00000213281.1	ENSMUST00000211075.2
ENSMUST00000239420.1	ENSMUST00000239307.2
